siparis_id,musteri_id,siparis_tarihi,sehir,bolge,kategori,urun_adi,adet,birim_fiyat,indirim_orani,kargo_ucreti,odeme_turu,musteri_tipi,teslimat_gunu,musteri_puani,iade_durumu,kar_marji_orani,toplam_tutar
SIP100149,MUS1177,2025-05-12 17:28:00,İstanbul,Marmara,Spor,Direnç Bandı,4,265.86,0.05,29.9,Kredi Kartı,Yeni,4.0,4.0,Hayır,0.228,1040.17
SIP100754,MUS1363,2024-11-20 17:08:00,İstanbul,Marmara,Elektronik,Kablosuz Kulaklık,1,1461.79,0.0,29.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.312,1491.69
SIP100403,MUS1419,2024-02-20 19:30:00,Eskişehir,İç Anadolu,ofis,Mekanik Klavye,3,2355.65,0.0,49.9,,VIP,3.0,5.0,Evet,0.258,7116.85
SIP100341,MUS1428,2024-07-27 20:09:00,İstanbul,Marmara,Elektronik,Powerbank,4,869.6,0.0,49.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.338,3528.3
SIP101175,MUS1267,2025-05-26 21:20:00,İstanbul,Marmara,Spor,Dambıl Seti,1,1476.61,0.05,39.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.365,1442.68
SIP100988,MUS1054,2025-05-20 14:48:00,Eskişehir,İç Anadolu,Kitap,Python Notları,1,12631.62,0.0,29.9,Banka Kartı,VIP,5.0,1.0,Evet,0.217,12661.52
SIP100201,MUS1231,2025-02-23 21:36:00,Gaziantep,Güneydoğu Anadolu,Kozmetik,Şampuan,1,202.55,0.1,29.9,Kredi Kartı,VIP,7.0,5.0,Hayır,0.222,212.2
SIP100733,MUS1143,2025-06-18 15:55:00,Kayseri,İç Anadolu,Elektronik,Akıllı Saat,2,2919.56,0.2,39.9,Dijital Cüzdan,Mevcut,2.0,4.0,Hayır,0.362,4711.2
SIP100541,MUS1095,2025-07-15 12:15:00,Konya,İç Anadolu,Ofis,Mekanik Klavye,2,2191.12,0.0,39.9,Kredi Kartı,VIP,5.0,1.0,Hayır,0.32,4422.14
SIP100692,MUS1244,2025-10-19 12:48:00,Antalya,Akdeniz,Ofis,Defter Seti,2,164.28,0.2,49.9,Kapida Odeme,Yeni,4.0,3.0,Hayır,0.372,312.75
SIP100610,MUS1081,2024-02-10 11:59:00,Antalya,Akdeniz,Kitap,Veri Bilimi 101,1,262.27,0.05,29.9,banka karti,Yeni,2.0,5.0,Hayır,0.304,279.06
SIP100116,MUS1152,2024-04-19 11:24:00,Ankara,İç Anadolu,Spor,Direnç Bandı,1,235.2,0.05,49.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.365,273.34
SIP100956,MUS1057,2024-04-13 08:53:00,İstanbul,Marmara,Ev ve Yaşam,Saklama Kutusu,1,241.94,0.0,29.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.243,271.84
SIP100281,MUS1224,2025-12-06 19:05:00,Ankara,İç Anadolu,Kitap,Python Notları,2,224.84,0.0,49.9,Kredi Kartı,VIP,4.0,5.0,Evet,0.354,499.58
SIP100411,MUS1393,2025-11-24 11:17:00,Kayseri,İç Anadolu,Kitap,Python Notları,3,233.46,0.05,59.9,Banka Kartı,Mevcut,6.0,5.0,Hayır,0.362,725.26
SIP101384,MUS1324,2025-08-08 21:01:00,Adana,Akdeniz,Ofis,Defter Seti,2,161.37,0.15,39.9,Kapıda Ödeme,VIP,5.0,1.0,Hayır,0.387,314.23
SIP101219,MUS1339,2025-10-14 15:42:00,İstanbul,Marmara,Kozmetik,Şampuan,1,200.93,0.05,49.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.352,240.78
SIP101116,MUS1143,2024-06-24 11:02:00,Adana,Akdeniz,Kozmetik,Yüz Temizleme Jeli,3,288.7,0.15,39.9,Banka Kartı,Yeni,4.0,5.0,Hayır,0.268,776.08
SIP100688,MUS1440,2024-03-19 21:50:00,Bursa,Marmara,Ev ve Yaşam,Organizer,5,279.2,0.1,39.9,Kredi Kartı,Yeni,2.0,3.0,Hayır,0.253,1296.3
SIP100336,MUS1254,2025-02-05 12:41:00,Bursa,Marmara,Kozmetik,Nemlendirici,5,423.61,0.1,29.9,Kredi Kartı,VIP,2.0,4.0,Hayır,0.352,1936.15
SIP100643,MUS1100,2025-05-19 20:11:00,Bursa,Marmara,Kitap,Zaman Yönetimi,4,161.98,0.15,29.9,Dijital Cüzdan,Yeni,3.0,4.0,Hayır,0.288,580.63
SIP100315,MUS1422,2025-08-09 09:17:00,Bursa,Marmara,Kozmetik,Yüz Temizleme Jeli,1,313.25,0.0,49.9,Havale/EFT,Mevcut,4.0,5.0,Hayır,0.412,363.15
SIP100783,MUS1259,2024-12-22 13:10:00,Kayseri,İç Anadolu,Ofis,Kalem Seti,5,99.29,0.1,49.9,Kapıda Ödeme,Mevcut,2.0,3.0,Hayır,0.412,496.71
SIP101121,MUS1229,2024-10-02 11:37:00,Mersin,Akdeniz,Ev&Yaşam,Saklama Kutusu,1,220.51,0.05,49.9,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.25,259.38
SIP101361,MUS1130,2025-06-19 19:53:00,İstanbul,Marmara,Kozmetik,Şampuan,1,199.02,0.0,39.9,Banka Kartı,Yeni,4.0,5.0,Hayır,0.395,238.92
SIP101358,MUS1056,2024-01-18 15:46:00,Antalya,Akdeniz,Ev ve Yaşam,Kahve Kupası,1,196.84,0.0,39.9,Kredi Kartı,Mevcut,6.0,5.0,Hayır,0.406,236.74
SIP100093,MUS1295,2025-09-10 12:01:00,Eskişehir,İç Anadolu,Kitap,İş Analitiği Rehberi,1,294.79,0.0,39.9,Kredi Kartı,VIP,4.0,5.0,Hayır,0.184,334.69
SIP100835,MUS1233,2025-08-03 09:00:00,İstanbul,Marmara,Ofis,Mekanik Klavye,1,2370.59,0.05,39.9,Havale/EFT,Mevcut,3.0,3.0,Hayır,0.407,2291.96
SIP100593,MUS1020,2025-12-07 19:36:00,Kocaeli,Marmara,Ev ve Yaşam,Kahve Kupası,3,195.61,0.0,0.0,Kapıda Ödeme,Yeni,2.0,4.0,Hayır,0.398,586.83
SIP101390,MUS1002,2025-12-06 16:26:00,İstanbul,Marmara,Kozmetik,Nemlendirici,3,408.71,0.0,39.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.42,1266.03
SIP100395,MUS1366,2025-08-09 22:15:00,Bursa,Marmara,Kozmetik,Şampuan,5,190.9,0.0,39.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.314,994.4
SIP101230,MUS1052,2024-10-09 11:56:00,Ankara,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,2,285.02,0.05,39.9,Banka Kartı,Mevcut,2.0,3.0,Hayır,0.196,581.44
SIP101070,MUS1374,2024-08-08 10:38:00,İstanbul,Marmara,Ev ve Yaşam,Saklama Kutusu,3,251.97,0.0,29.9,Banka Kartı,Mevcut,4.0,5.0,Hayır,0.293,785.81
SIP100576,MUS1152,2025-09-05 22:55:00,Ankara,İç Anadolu,spor,Suluk,4,195.42,0.0,0.0,Banka Kartı,Yeni,1.0,2.0,Hayır,0.251,781.68
SIP100574,MUS1129,2025-03-25 19:12:00,Ankara,İç Anadolu,Kozmetik,Güneş Kremi,1,466.61,0.0,59.9,Kredi Kartı,Mevcut,2.0,1.0,Hayır,0.254,526.51
SIP101314,MUS1333,2025-01-22 21:37:00,Antalya,Akdeniz,Ofis,Mekanik Klavye,2,2241.02,0.0,39.9,Kredi Kartı,Mevcut,4.0,2.0,Hayır,0.413,4521.94
SIP100736,MUS1209,2025-04-08 15:15:00,Bursa,Marmara,Kitap,Veri Bilimi 101,4,231.5,0.05,29.9,Kredi Kartı,Mevcut,5.0,3.0,Hayır,0.407,909.6
SIP101269,MUS1179,2025-11-05 16:16:00,Konya,İç Anadolu,Kozmetik,Serum,2,509.93,0.0,39.9,Kredi Kartı,Yeni,4.0,3.0,Hayır,0.307,1059.76
SIP100280,MUS1277,2024-11-02 10:36:00,Mersin,Akdeniz,Spor,Yoga Matı,1,701.61,0.0,39.9,kredi kartı,Mevcut,1.0,5.0,Hayır,0.34,741.51
SIP100338,MUS1038,2025-01-09 16:43:00,İstanbul,Marmara,Kozmetik,Şampuan,1,188.77,0.05,39.9,Kredi Kartı,Mevcut,6.0,,Hayır,0.384,219.23
SIP100228,MUS1396,2025-08-10 18:34:00,Gaziantep,Güneydoğu Anadolu,Ofis,Defter Seti,4,157.48,0.0,49.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.322,679.82
SIP100009,MUS1017,2024-08-12 18:20:00,Trabzon,Karadeniz,Kitap,Girişimcilik,3,183.23,0.1,49.9,Kapıda Ödeme,Mevcut,5.0,2.0,Hayır,0.266,544.62
SIP101231,MUS1306,2025-05-22 11:10:00,İstanbul,Marmara,Kitap,İş Analitiği Rehberi,3,285.85,0.1,49.9,Havale/EFT,Yeni,1.0,4.0,Hayır,0.334,821.7
SIP101117,MUS1324,2025-10-19 11:52:00,Samsun,Karadeniz,Ofis,Defter Seti,1,145.64,0.1,39.9,Kredi Kartı,,5.0,5.0,Hayır,0.298,170.98
SIP100069,MUS1084,2024-06-20 17:38:00,Bursa,Marmara,ofis,Mouse Pad,1,158.47,0.05,29.9,Dijital Cüzdan,Mevcut,4.0,4.0,Hayır,0.34,180.45
SIP101303,MUS1316,2024-03-28 11:49:00,Ankara,İç Anadolu,Kitap,İş Analitiği Rehberi,3,288.7,0.0,39.9,Banka Kartı,,2.0,5.0,Hayır,0.284,906.0
SIP101233,MUS1243,2024-06-19 10:21:00,Ankara,İç Anadolu,Ofis,Defter Seti,1,152.3,0.15,49.9,Dijital Cüzdan,Yeni,2.0,3.0,Evet,0.305,179.36
SIP101136,MUS1407,2024-12-27 13:31:00,Trabzon,Karadeniz,Ev ve Yaşam,Kahve Kupası,2,170.78,0.1,39.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.252,347.3
SIP100025,MUS1143,2024-04-21 11:12:00,İstanbul,Marmara,Spor,Suluk,2,183.85,0.15,49.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.336,362.44
SIP100634,MUS1233,2024-01-06 17:56:00,İzmir,Ege,Spor,Spor Çantası,2,888.58,0.15,39.9,Kredi Kartı,Yeni,5.0,3.0,Hayır,0.211,1550.49
SIP100471,MUS1151,2025-08-25 16:47:00,Mersin,Akdeniz,Kitap,İş Analitiği Rehberi,5,294.84,0.0,49.9,Banka Kartı,Mevcut,5.0,4.0,Hayır,0.418,1524.1
SIP100558,MUS1080,2025-07-06 11:51:00,Antalya,Akdeniz,Ofis,Not Tutucu,3,134.47,0.15,29.9,,Yeni,4.0,5.0,Hayır,0.358,372.8
SIP100294,MUS1108,2025-11-29 20:35:00,İstanbul,Marmara,Kozmetik,Nemlendirici,1,406.97,0.05,39.9,Kredi Kartı,Mevcut,4.0,5.0,Hayır,0.391,426.52
SIP100773,MUS1155,2024-06-20 16:20:00,İstanbul,Marmara,Elektronik,Powerbank,1,809.72,0.15,29.9,Dijital Cüzdan,Mevcut,5.0,4.0,Hayır,0.228,718.16
SIP101348,MUS1370,2025-10-02 09:39:00,Kayseri,İç Anadolu,Kozmetik,Nemlendirici,5,429.57,0.0,49.9,Banka Kartı,Yeni,2.0,1.0,Hayır,0.341,2197.75
SIP101023,MUS1257,2024-07-12 22:27:00,Trabzon,Karadeniz,Elektronik,Powerbank,2,873.0,0.0,0.0,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.419,1746.0
SIP100121,MUS1247,2025-05-28 22:17:00,Antalya,Akdeniz,Ofis,Kalem Seti,3,98.08,0.05,59.9,Kapıda Ödeme,Yeni,4.0,5.0,Hayır,0.407,339.43
SIP100906,MUS1428,2025-08-09 12:36:00,Kayseri,İç Anadolu,Spor,Direnç Bandı,1,276.3,0.0,39.9,Kredi Kartı,Yeni,6.0,5.0,Hayır,0.403,316.2
SIP100511,MUS1371,2025-08-19 21:49:00,Mersin,Akdeniz,Kozmetik,Nemlendirici,2,18145.23,0.0,39.9,Kredi Kartı,Mevcut,1.0,5.0,Hayır,0.419,36330.36
SIP100180,MUS1306,2025-10-16 20:39:00,İstanbul,Marmara,Ev ve Yaşam,Kahve Kupası,1,182.92,0.05,49.9,Kredi Kartı,Yeni,3.0,5.0,Hayır,0.352,223.67
SIP101094,MUS1383,2024-10-02 09:28:00,İzmir,Ege,Ev ve Yaşam,Organizer,2,271.7,0.1,49.9,Banka Kartı,Mevcut,1.0,2.0,Hayır,0.256,538.96
SIP100816,MUS1140,2025-05-12 16:27:00,Ankara,İç Anadolu,Ofis,Not Tutucu,1,141.97,0.2,39.9,Kredi Kartı,VIP,2.0,5.0,Hayır,0.259,153.48
SIP100864,MUS1310,2024-12-15 22:55:00,Adana,Akdeniz,Kozmetik,Güneş Kremi,1,489.71,0.1,29.9,Kapıda Ödeme,Yeni,3.0,5.0,Evet,0.29,470.64
SIP101083,MUS1253,2024-09-02 09:10:00,İstanbul,Marmara,Elektronik,Kablosuz Kulaklık,2,1583.33,0.15,39.9,Banka Kartı,Yeni,1.0,1.0,Hayır,0.314,2731.56
SIP101249,MUS1350,2024-06-26 17:27:00,Samsun,Karadeniz,Kozmetik,Güneş Kremi,2,495.45,0.05,29.9,Banka Kartı,Yeni,2.0,5.0,Hayır,0.24,971.25
SIP100381,MUS1328,2024-02-03 10:38:00,Samsun,Karadeniz,Spor,Spor Çantası,2,982.46,0.1,29.9,Kredi Kartı,Mevcut,2.0,3.0,Hayır,0.304,1798.33
SIP100605,MUS1356,2025-06-19 20:16:00,Antalya,Akdeniz,Ev ve Yaşam,Organizer,3,248.85,0.05,49.9,Banka Kartı,mevcut,2.0,4.0,Hayır,0.328,759.12
SIP101170,MUS1232,2024-03-26 10:04:00,Ankara,İç Anadolu,Kitap,Python Notları,1,222.21,0.15,29.9,Kredi Kartı,Yeni,6.0,4.0,Hayır,0.259,218.78
SIP101245,MUS1181,2024-10-16 21:37:00,İstanbul,Marmara,Elektronik,Bluetooth Hoparlör,4,1110.39,0.15,59.9,Kredi Kartı,Mevcut,3.0,5.0,Evet,0.242,3835.23
SIP100551,MUS1186,2025-09-11 18:25:00,Ankara,İç Anadolu,Ofis,Mouse Pad,4,175.61,0.1,49.9,Kredi Kartı,Mevcut,3.0,3.0,Hayır,0.341,682.1
SIP100252,MUS1127,2025-04-19 18:46:00,İstanbul,Marmara,elektronik,Webcam,4,960.95,0.0,39.9,Banka Kartı,Mevcut,4.0,3.0,Hayır,0.395,3883.7
SIP101324,MUS1303,2024-09-04 19:18:00,Ankara,İç Anadolu,Spor,Spor Çantası,1,922.29,0.0,0.0,Kredi Kartı,VIP,3.0,3.0,Hayır,0.42,922.29
SIP100213,MUS1254,2025-06-01 15:15:00,Bursa,Marmara,Elektronik,Akıllı Saat,2,2809.67,0.05,29.9,Kredi Kartı,Yeni,3.0,5.0,Evet,0.19,5368.27
SIP101218,MUS1442,2025-12-16 10:59:00,Kocaeli,Marmara,Spor,Suluk,3,203.94,0.2,39.9,Kredi Kartı,Mevcut,6.0,3.0,Hayır,0.286,529.36
SIP100331,MUS1154,2025-01-27 09:46:00,İstanbul,Marmara,Elektronik,Bluetooth Hoparlör,3,1103.03,0.0,49.9,Kapıda Ödeme,Yeni,2.0,5.0,Hayır,0.307,3358.99
SIP100433,MUS1214,2024-02-19 18:06:00,Antalya,Akdeniz,Elektronik,Powerbank,3,847.51,,49.9,Banka Kartı,Yeni,3.0,5.0,Hayır,0.268,2592.43
SIP100277,MUS1271,2025-10-22 20:21:00,İstanbul,Marmara,Spor,Direnç Bandı,5,235.35,0.0,39.9,banka karti,Mevcut,5.0,5.0,Hayır,0.326,1216.65
SIP101268,MUS1311,2025-02-07 09:58:00,Kocaeli,Marmara,Ofis,Mouse Pad,2,167.21,0.0,59.9,Kapıda Ödeme,Mevcut,2.0,1.0,Hayır,0.405,394.32
SIP100292,MUS1356,2025-05-05 13:11:00,Ankara,İç Anadolu,Kozmetik,Nemlendirici,1,397.19,0.1,59.9,Dijital Cüzdan,,1.0,4.0,Hayır,0.253,417.37
SIP100902,MUS1287,2024-04-30 19:13:00,Trabzon,Karadeniz,Kozmetik,Serum,1,551.1,0.0,39.9,Kredi Kartı,Yeni,6.0,5.0,Hayır,0.183,591.0
SIP100449,MUS1446,2024-01-12 18:59:00,Eskişehir,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,1,309.1,0.1,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.362,328.09
SIP101197,MUS1248,2025-10-08 17:54:00,İstanbul,Marmara,Ev ve Yaşam,Organizer,3,279.36,0.0,29.9,Kredi Kartı,VIP,2.0,4.0,Hayır,0.4,867.98
SIP101241,MUS1170,2025-04-05 22:33:00,Trabzon,Karadeniz,Kitap,Girişimcilik,3,192.8,0.0,39.9,Kredi Kartı,VIP,1.0,4.0,Hayır,0.415,618.3
SIP100304,MUS1119,2025-06-12 10:35:00,Samsun,Karadeniz,Kitap,Python Notları,3,238.79,0.15,49.9,Kredi Kartı,Mevcut,4.0,2.0,Hayır,0.297,658.81
SIP100240,MUS1032,2025-08-19 19:36:00,Gaziantep,Güneydoğu Anadolu,Ofis,Mouse Pad,2,154.56,0.15,29.9,Kredi Kartı,Mevcut,6.0,4.0,Hayır,0.279,292.65
SIP101333,MUS1293,2024-07-18 08:31:00,Eskişehir,İç Anadolu,Kozmetik,Serum,2,558.41,0.2,49.9,Kapıda Ödeme,Yeni,1.0,4.0,Hayır,0.216,943.36
SIP100941,MUS1155,2025-12-11 09:50:00,Eskişehir,İç Anadolu,Spor,Suluk,1,11843.95,0.0,39.9,Kredi Kartı,VIP,5.0,1.0,Hayır,0.405,11883.85
SIP100068,MUS1112,2024-01-21 17:09:00,Gaziantep,Güneydoğu Anadolu,Ev ve Yaşam,Masa Lambası,5,637.16,0.05,39.9,Kredi Kartı,Mevcut,4.0,2.0,Hayır,0.211,3066.41
SIP100020,MUS1265,2025-12-31 12:25:00,Gaziantep,Güneydoğu Anadolu,Kitap,Python Notları,2,232.96,0.0,59.9,dijital cüzdan,Mevcut,4.0,4.0,Hayır,0.225,525.82
SIP100325,MUS1290,2025-05-21 12:20:00,İstanbul,Marmara,Spor,Dambıl Seti,3,1479.29,0.0,29.9,Kapıda Ödeme,Yeni,5.0,,Hayır,0.383,4467.77
SIP100055,MUS1205,2025-02-28 22:40:00,Kayseri,İç Anadolu,Elektronik,Akıllı Saat,1,3032.08,0.2,29.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.331,2455.56
SIP100964,MUS1432,2025-02-09 11:19:00,Eskişehir,İç Anadolu,Spor,Dambıl Seti,1,1574.62,0.1,39.9,Kart,Mevcut,4.0,5.0,Hayır,0.381,1457.06
SIP100932,MUS1034,2025-11-19 18:38:00,Istanbul,Marmara,Ev ve Yaşam,Organizer,4,285.37,0.05,0.0,Banka Kartı,Yeni,3.0,1.0,Hayır,0.36,1084.41
SIP101336,MUS1263,2024-03-17 13:10:00,Mersin,Akdeniz,Kitap,Python Notları,3,226.34,0.0,39.9,Kredi Kartı,Yeni,5.0,,Hayır,0.22,718.92
SIP100151,MUS1221,2024-05-20 20:16:00,İstanbul,Marmara,ofis,Mekanik Klavye,1,12326.35,0.05,49.9,Kredi Kartı,Yeni,5.0,5.0,Hayır,0.367,11759.93
SIP101187,MUS1201,2024-11-21 13:10:00,Kayseri,İç Anadolu,Kozmetik,Serum,5,516.46,0.1,39.9,Dijital Cüzdan,VIP,4.0,4.0,Hayır,0.267,2363.97
SIP101122,MUS1418,2025-01-12 10:57:00,Ankara,İç Anadolu,Kitap,Zaman Yönetimi,2,144.14,0.0,0.0,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.201,288.28
SIP101196,MUS1153,2025-01-19 22:20:00,İstanbul,Marmara,Kitap,Zaman Yönetimi,1,152.49,0.1,49.9,Banka Kartı,Mevcut,4.0,5.0,Hayır,0.204,187.14
SIP101131,MUS1316,2024-06-22 09:14:00,Eskişehir,İç Anadolu,Elektronik,Akıllı Saat,1,3119.01,0.0,29.9,Kredi Kartı,VIP,4.0,3.0,Hayır,0.385,3148.91
SIP100744,MUS1033,2024-11-24 13:57:00,İstanbul,Marmara,Kitap,Python Notları,5,198.1,0.0,49.9,Kredi Kartı,Mevcut,2.0,2.0,Hayır,0.381,1040.4
SIP100750,MUS1249,2025-10-22 13:26:00,İstanbul,Marmara,Ev ve Yaşam,Organizer,3,248.98,0.0,29.9,Banka Kartı,Mevcut,2.0,5.0,Hayır,0.35,776.84
SIP100756,MUS1260,2025-04-14 22:20:00,İzmir,Ege,Spor,Dambıl Seti,2,1470.47,0.0,49.9,Kredi Kartı,VIP,4.0,4.0,Hayır,0.403,2990.84
SIP101049,MUS1018,2025-09-07 12:09:00,Bursa,Marmara,Spor,Dambıl Seti,1,1662.24,0.0,39.9,Havale,Mevcut,2.0,5.0,Hayır,0.308,1702.14
SIP100812,MUS1415,2025-11-07 21:47:00,İstanbul,Marmara,Spor,Dambıl Seti,1,1751.14,0.05,39.9,Dijital Cüzdan,Yeni,1.0,5.0,Hayır,0.263,1703.48
SIP100662,MUS1415,2025-09-23 13:19:00,Konya,İç Anadolu,Kitap,Zaman Yönetimi,1,171.66,0.05,49.9,Kredi Kartı,Yeni,6.0,4.0,Hayır,0.192,212.98
SIP101306,MUS1033,2024-02-29 17:05:00,Kayseri,İç Anadolu,Ev ve Yaşam,Kahve Kupası,1,171.63,0.0,39.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.203,211.53
SIP101107,MUS1191,2025-01-04 19:51:00,Adana,Akdeniz,Ev ve Yaşam,Saklama Kutusu,1,239.98,0.05,49.9,Kredi Kartı,Mevcut,5.0,5.0,Hayır,0.365,277.88
SIP100256,MUS1155,2025-08-12 13:36:00,Bursa,Marmara,Ofis,Mekanik Klavye,2,2242.55,0.05,59.9,Banka Kartı,Mevcut,4.0,4.0,Hayır,0.266,4320.74
SIP100935,MUS1389,2025-02-20 12:07:00,İstanbul,Marmara,Ofis,Not Tutucu,2,131.61,0.0,39.9,Havale/EFT,Mevcut,2.0,5.0,Hayır,0.253,303.12
SIP100870,MUS1427,2024-01-21 21:28:00,İzmir,Ege,Spor,Direnç Bandı,3,237.42,0.0,39.9,Banka Kartı,Yeni,2.0,3.0,Hayır,0.327,752.16
SIP101319,MUS1398,2024-08-23 17:52:00,Konya,İç Anadolu,Spor,Direnç Bandı,1,252.38,0.05,49.9,Kapıda Ödeme,Yeni,5.0,4.0,Hayır,0.294,289.66
SIP100893,MUS1388,2025-07-07 12:13:00,Gaziantep,Güneydoğu Anadolu,Ev ve Yaşam,Organizer,1,241.62,0.15,49.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.267,255.28
SIP100874,MUS1148,2025-05-21 17:41:00,İzmir,Ege,Spor,Yoga Matı,4,688.23,0.0,29.9,Kredi Kartı,Mevcut,5.0,5.0,Evet,0.387,2782.82
SIP100614,MUS1351,2024-12-03 15:34:00,İzmir,Ege,Ofis,Kalem Seti,1,93.11,0.0,29.9,Kredi Kartı,Mevcut,2.0,,Hayır,0.412,123.01
SIP101101,MUS1118,2025-09-17 10:12:00,İstanbul,Marmara,Kitap,Girişimcilik,1,186.43,0.1,39.9,,,4.0,4.0,Hayır,0.31,207.69
SIP100389,MUS1282,2024-09-28 18:18:00,Antalya,Akdeniz,Kitap,Girişimcilik,2,211.42,0.05,39.9,Kredi Kartı,Yeni,4.0,3.0,Hayır,0.261,441.6
SIP100937,MUS1169,2024-08-19 19:27:00,Ankara,İç Anadolu,Kozmetik,Yüz Temizleme Jeli,1,339.41,0.0,49.9,Dijital Cüzdan,VIP,3.0,5.0,Hayır,0.338,389.31
SIP100407,MUS1017,2024-01-30 10:12:00,İzmir,Ege,Kozmetik,Serum,1,585.35,0.0,59.9,Dijital Cüzdan,Yeni,3.0,4.0,Evet,0.196,645.25
SIP100795,MUS1319,2025-11-25 08:11:00,Gaziantep,Güneydoğu Anadolu,Elektronik,Akıllı Saat,1,3120.48,0.0,39.9,Kredi Kartı,Mevcut,4.0,4.0,Hayır,0.208,3160.38
SIP100716,MUS1173,2025-05-24 17:51:00,Mersin,Akdeniz,Elektronik,Kablosuz Kulaklık,4,1530.03,0.0,29.9,Banka Kartı,Yeni,1.0,5.0,Hayır,0.378,6150.02
SIP101135,MUS1166,2024-03-09 09:36:00,İzmir,Ege,Kitap,Zaman Yönetimi,4,156.66,0.05,0.0,Kredi Kartı,,2.0,1.0,Hayır,0.182,595.31
SIP101024,MUS1046,2025-08-23 12:46:00,Trabzon,Karadeniz,Kitap,Zaman Yönetimi,1,163.29,0.0,29.9,Kredi Kartı,Mevcut,4.0,3.0,Hayır,0.248,193.19
SIP101056,MUS1439,2024-08-11 20:47:00,Ankara,İç Anadolu,Ev ve Yaşam,Masa Lambası,1,636.35,0.0,49.9,Kredi Kartı,Mevcut,3.0,4.0,Hayır,0.289,686.25
SIP101250,MUS1322,2025-03-02 16:12:00,Kocaeli,Marmara,Ofis,Mekanik Klavye,1,2320.68,0.0,49.9,Kredi Kartı,Yeni,4.0,3.0,Hayır,0.349,2370.58
SIP100247,MUS1419,2025-07-26 15:43:00,İzmir,Ege,Kozmetik,Yüz Temizleme Jeli,1,284.62,0.0,49.9,Kapıda Ödeme,Mevcut,1.0,,Hayır,0.391,334.52
SIP100146,MUS1036,2024-12-13 13:00:00,İstanbul,Marmara,Ofis,Mouse Pad,2,165.76,0.2,39.9,Kredi Kartı,yeni,2.0,5.0,Hayır,0.235,305.12
SIP101327,MUS1225,2024-01-08 17:37:00,Samsun,Karadeniz,Elektronik,Bluetooth Hoparlör,1,1249.07,0.0,39.9,Kredi Kartı,Mevcut,5.0,4.0,Hayır,0.405,1288.97
SIP101153,MUS1050,2024-11-18 20:25:00,Samsun,Karadeniz,Kozmetik,Nemlendirici,2,389.38,0.05,29.9,,,1.0,4.0,Hayır,0.26,769.72
SIP101310,MUS1167,2024-04-21 09:32:00,İstanbul,Marmara,Ev ve Yaşam,Saklama Kutusu,4,238.66,0.0,29.9,Kredi Kartı,Mevcut,2.0,4.0,Hayır,0.241,984.54
SIP100623,MUS1161,2025-03-13 14:49:00,Ankara,İç Anadolu,Spor,Dambıl Seti,2,1647.62,0.0,39.9,Kredi Kartı,Mevcut,3.0,5.0,Hayır,0.212,3335.14
SIP101396,MUS1300,2025-04-05 21:40:00,Antalya,Akdeniz,Ofis,Kalem Seti,2,98.39,0.05,0.0,Havale/EFT,Yeni,4.0,4.0,Hayır,0.409,186.94
SIP100461,MUS1151,2025-09-15 22:44:00,Bursa,Marmara,Spor,Direnç Bandı,3,247.56,0.0,0.0,Havale/EFT,Yeni,4.0,2.0,Hayır,0.294,742.68
SIP100487,MUS1374,2025-10-11 10:19:00,Kocaeli,Marmara,Kozmetik,Güneş Kremi,3,473.55,0.1,59.9,Banka Kartı,VIP,6.0,1.0,Hayır,0.376,1338.48
SIP101350,MUS1411,2024-07-22 10:53:00,Bursa,Marmara,Ofis,Kalem Seti,1,100.9,0.1,49.9,Banka Kartı,mevcut,5.0,4.0,Hayır,0.258,140.71
SIP100091,MUS1148,2024-03-02 10:50:00,Eskişehir,İç Anadolu,Ev ve Yaşam,Termos,3,505.92,0.1,29.9,Kredi Kartı,Mevcut,5.0,3.0,Hayır,0.235,1395.88
SIP100493,MUS1003,2024-06-05 17:36:00,Konya,İç Anadolu,Ofis,Kalem Seti,1,99.34,0.0,49.9,Kredi Kartı,Yeni,,5.0,Hayır,0.412,149.24
SIP100171,MUS1228,2024-06-18 19:28:00,İstanbul,Marmara,Kitap,Girişimcilik,2,196.28,0.0,39.9,Kredi Kartı,Mevcut,2.0,5.0,Hayır,0.413,432.46
